text,label
examination chest x ray findings study demonstrates mild cardiomegaly impression radiological appearance supports diagnosis congestive heart failure,radiology
examination chest x ray findings study demonstrates bilateral pulmonary infiltrates impression features likely represent community acquired pneumonia,radiology
patient name rahul singh age sex year old male final diagnosis congestive heart failure medications discharge furosemide enalapril spironolactone history present illness patient reported progressive symptoms indicative congestive heart failure findings evaluation consistent diagnosis hospital course hospitalization diuretics administered fluid restriction maintained cardiac monitoring performed symptoms improved medical management condition discharge patient discharged advice regular follow vital signs admission bp mmhg hr bpm temp f spo,discharge
patient name priya verma age sex year old male final diagnosis diabetic ketoacidosis condition discharge patient improved clinically discharged stable condition hospital course hospitalization insulin infusion protocol initiated intravenous fluids administered electrolytes closely monitored blood glucose levels gradually normalized medications discharge insulin normal saline potassium chloride history present illness patient presented hospital symptoms consistent diabetic ketoacidosis findings evaluation consistent diagnosis vital signs admission bp mmhg hr bpm temp f spo,discharge
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
patient name amit sharma age sex year old female final diagnosis congestive heart failure condition discharge patient discharged advice regular follow vital signs admission bp mmhg hr bpm temp f spo hospital course hospitalization diuretics administered fluid restriction maintained cardiac monitoring performed symptoms improved medical management medications discharge furosemide enalapril spironolactone history present illness patient reported progressive symptoms indicative congestive heart failure appropriate diagnostic workup established diagnosis,discharge
examination ct brain findings study demonstrates acute ischemic infarct impression findings suggestive ischemic stroke,radiology
patient name priya reddy age sex year old male final diagnosis congestive heart failure hospital course hospitalization diuretics administered fluid restriction maintained cardiac monitoring performed symptoms improved medical management medications discharge furosemide enalapril spironolactone condition discharge time discharge patient hemodynamically stable history present illness patient admitted complaints suggestive congestive heart failure findings evaluation consistent diagnosis vital signs admission bp mmhg hr bpm temp f spo,discharge
patient name rahul singh age sex year old male final diagnosis congestive heart failure hospital course hospitalization diuretics administered fluid restriction maintained cardiac monitoring performed symptoms improved medical management condition discharge patient improved clinically discharged stable condition medications discharge furosemide enalapril spironolactone vital signs admission bp mmhg hr bpm temp f spo history present illness patient presented hospital symptoms consistent congestive heart failure findings evaluation consistent diagnosis,discharge
